issuekey_A,issuekey_B,f_A,f_B,P_AB,GT_A,GT_B,GT_AB,status,dataset
DM-4309,TISTUD-2865,13.0,2.0,1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4310,MESOS-5559,2.0,5.0,-1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4311,TISTUD-3279,3.0,3.0,0.0,2.0,5.0,-1.0,tie,datamanagement
DM-4312,XD-1354,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4313,TDQ-11683,3.0,5.0,-1.0,4.0,3.0,1.0,valid,datamanagement
DM-4314,TIMOB-18765,5.0,5.0,0.0,17.0,5.0,1.0,tie,datamanagement
DM-4315,TISTUD-2984,8.0,2.0,1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4316,TISTUD-6581,3.0,3.0,0.0,5.0,8.0,-1.0,tie,datamanagement
DM-4317,MDL-41773,5.0,13.0,-1.0,4.0,100.0,-1.0,valid,datamanagement
DM-4323,XD-1902,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4324,TIMOB-12646,3.0,5.0,-1.0,2.0,8.0,-1.0,valid,datamanagement
DM-4325,APSTUD-4362,13.0,3.0,1.0,38.0,8.0,1.0,valid,datamanagement
DM-4329,STUDIO-3847,5.0,2.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4331,XD-1158,5.0,3.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4332,MDL-46206,13.0,1.0,1.0,10.0,5.0,1.0,valid,datamanagement
DM-4335,MESOS-4102,5.0,3.0,1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4336,TIMOB-17565,13.0,3.0,1.0,60.0,3.0,1.0,valid,datamanagement
DM-4337,STUDIO-3364,13.0,5.0,1.0,90.0,5.0,1.0,valid,datamanagement
DM-4338,XD-2648,8.0,5.0,1.0,60.0,3.0,1.0,valid,datamanagement
DM-4339,TIMOB-20424,8.0,3.0,1.0,79.0,3.0,1.0,valid,datamanagement
DM-4340,XD-494,3.0,3.0,0.0,100.0,2.0,1.0,tie,datamanagement
DM-4342,TESB-8953,5.0,5.0,0.0,12.0,2.0,1.0,tie,datamanagement
DM-4343,MESOS-5375,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4346,TISTUD-3895,2.0,3.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4347,MDL-47046,3.0,1.0,1.0,1.0,40.0,-1.0,valid,datamanagement
DM-4348,BAM-10427,8.0,5.0,1.0,10.0,2.0,1.0,valid,datamanagement
DM-4349,TISTUD-4896,3.0,3.0,0.0,2.0,5.0,-1.0,tie,datamanagement
DM-4351,TIMOB-16593,3.0,3.0,0.0,6.0,3.0,1.0,tie,datamanagement
DM-4352,STUDIO-2933,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,datamanagement
DM-4353,TDQ-5315,13.0,1.0,1.0,3.0,1.0,1.0,valid,datamanagement
DM-4354,BAM-3676,2.0,3.0,-1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4355,TESB-6145,13.0,5.0,1.0,26.0,3.0,1.0,valid,datamanagement
DM-4356,TIMOB-14123,8.0,5.0,1.0,53.0,8.0,1.0,valid,datamanagement
DM-4357,MULE-8584,5.0,3.0,1.0,79.0,1.0,1.0,valid,datamanagement
DM-4360,APSTUD-4782,3.0,2.0,1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4362,TIMOB-9604,13.0,5.0,1.0,8.0,21.0,-1.0,valid,datamanagement
DM-4363,TISTUD-3036,3.0,13.0,-1.0,2.0,20.0,-1.0,valid,datamanagement
DM-4364,MULE-8206,5.0,5.0,0.0,4.0,5.0,-1.0,tie,datamanagement
DM-4365,MULE-7675,3.0,13.0,-1.0,1.0,2.0,-1.0,valid,datamanagement
DM-4366,XD-1861,5.0,5.0,0.0,5.0,3.0,1.0,tie,datamanagement
DM-4367,TDQ-5133,5.0,5.0,0.0,3.0,13.0,-1.0,tie,datamanagement
DM-4368,XD-1425,2.0,8.0,-1.0,2.0,4.0,-1.0,valid,datamanagement
DM-4369,TIMOB-6922,5.0,5.0,0.0,4.0,2.0,1.0,tie,datamanagement
DM-4370,XD-3377,5.0,8.0,-1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4373,TESB-2359,5.0,5.0,0.0,1.0,3.0,-1.0,tie,datamanagement
DM-4375,XD-1968,5.0,3.0,1.0,2.0,3.0,-1.0,valid,datamanagement
DM-4376,BAM-8158,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,datamanagement
DM-4377,XD-694,3.0,5.0,-1.0,1.0,2.0,-1.0,valid,datamanagement
DM-4379,TESB-8109,8.0,13.0,-1.0,11.0,3.0,1.0,valid,datamanagement
DM-4381,MDL-47171,5.0,3.0,1.0,2.0,13.0,-1.0,valid,datamanagement
DM-4382,TESB-2023,5.0,1.0,1.0,8.0,2.0,1.0,valid,datamanagement
DM-4383,MULE-8477,5.0,5.0,0.0,2.0,5.0,-1.0,tie,datamanagement
DM-4386,TDQ-6512,3.0,2.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4387,TISTUD-1884,5.0,5.0,0.0,1.0,8.0,-1.0,tie,datamanagement
DM-4391,TISTUD-4337,2.0,3.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4393,XD-768,8.0,3.0,1.0,6.0,8.0,-1.0,valid,datamanagement
DM-4395,TIMOB-19055,3.0,3.0,0.0,1.0,5.0,-1.0,tie,datamanagement
DM-4396,TISTUD-6196,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4397,MESOS-3432,5.0,8.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4398,MDL-43525,3.0,3.0,0.0,1.0,20.0,-1.0,tie,datamanagement
DM-4399,TDQ-9605,2.0,5.0,-1.0,1.0,20.0,-1.0,valid,datamanagement
DM-4400,TIMOB-19153,2.0,5.0,-1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4401,TIMOB-8100,5.0,3.0,1.0,70.0,2.0,1.0,valid,datamanagement
DM-4402,MDL-39150,5.0,5.0,0.0,8.0,40.0,-1.0,tie,datamanagement
DM-4406,TIMOB-18817,3.0,5.0,-1.0,2.0,21.0,-1.0,valid,datamanagement
DM-4407,TIMOB-8200,5.0,5.0,0.0,5.0,4.0,1.0,tie,datamanagement
DM-4408,XD-1064,2.0,8.0,-1.0,1.0,4.0,-1.0,valid,datamanagement
DM-4410,XD-3400,5.0,5.0,0.0,5.0,3.0,1.0,tie,datamanagement
DM-4412,XD-2608,3.0,3.0,0.0,11.0,3.0,1.0,tie,datamanagement
DM-4414,TDQ-4913,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4415,STUDIO-3532,5.0,3.0,1.0,2.0,1.0,1.0,valid,datamanagement
DM-4416,XD-1657,1.0,5.0,-1.0,5.0,4.0,1.0,valid,datamanagement
DM-4417,TISTUD-3432,3.0,5.0,-1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4418,APSTUD-7177,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,datamanagement
DM-4419,TIMOB-20139,3.0,5.0,-1.0,3.0,5.0,-1.0,valid,datamanagement
DM-4420,TISTUD-1091,2.0,2.0,0.0,1.0,13.0,-1.0,tie,datamanagement
DM-4421,XD-2964,2.0,8.0,-1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4422,MDL-43142,3.0,2.0,1.0,20.0,3.0,1.0,valid,datamanagement
DM-4423,MULE-5990,5.0,13.0,-1.0,20.0,8.0,1.0,valid,datamanagement
DM-4424,STUDIO-3300,5.0,3.0,1.0,20.0,8.0,1.0,valid,datamanagement
DM-4425,JSW-9559,3.0,3.0,0.0,30.0,3.0,1.0,tie,datamanagement
DM-4426,TISTUD-1832,5.0,3.0,1.0,30.0,5.0,1.0,valid,datamanagement
DM-4427,TISTUD-7691,3.0,2.0,1.0,30.0,3.0,1.0,valid,datamanagement
DM-4428,BAM-10089,2.0,5.0,-1.0,3.0,5.0,-1.0,valid,datamanagement
DM-4429,MESOS-3964,5.0,5.0,0.0,12.0,2.0,1.0,tie,datamanagement
DM-4431,TIMOB-19508,3.0,3.0,0.0,30.0,3.0,1.0,tie,datamanagement
DM-4432,XD-2783,3.0,3.0,0.0,30.0,2.0,1.0,tie,datamanagement
DM-4433,TIMOB-23609,3.0,3.0,0.0,30.0,5.0,1.0,tie,datamanagement
DM-4434,MESOS-3499,5.0,2.0,1.0,50.0,1.0,1.0,valid,datamanagement
DM-4435,XD-2788,3.0,3.0,0.0,50.0,3.0,1.0,tie,datamanagement
DM-4436,XD-187,3.0,3.0,0.0,50.0,2.0,1.0,tie,datamanagement
DM-4437,XD-1335,8.0,2.0,1.0,4.0,1.0,1.0,valid,datamanagement
DM-4438,TISTUD-2757,5.0,2.0,1.0,2.0,8.0,-1.0,valid,datamanagement
DM-4439,TIMOB-20374,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4440,TIMOB-8342,3.0,13.0,-1.0,2.0,1.0,1.0,valid,datamanagement
DM-4442,MDL-40833,5.0,2.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4443,BAM-11188,3.0,3.0,0.0,1.0,3.0,-1.0,tie,datamanagement
DM-4444,APSTUD-7477,5.0,8.0,-1.0,6.0,40.0,-1.0,valid,datamanagement
DM-4445,TIMOB-23248,5.0,8.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4446,STUDIO-2950,5.0,5.0,0.0,6.0,5.0,1.0,tie,datamanagement
DM-4447,TISTUD-1615,5.0,5.0,0.0,8.0,13.0,-1.0,tie,datamanagement
DM-4448,XD-395,8.0,3.0,1.0,5.0,20.0,-1.0,valid,datamanagement
DM-4449,MULE-8346,5.0,5.0,0.0,11.0,8.0,1.0,tie,datamanagement
DM-4450,XD-886,3.0,3.0,0.0,15.0,1.0,1.0,tie,datamanagement
DM-4451,XD-2791,13.0,5.0,1.0,50.0,1.0,1.0,valid,datamanagement
DM-4452,XD-1699,21.0,5.0,1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4453,XD-1568,3.0,2.0,1.0,4.0,2.0,1.0,valid,datamanagement
DM-4454,TISTUD-4757,5.0,2.0,1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4455,TESB-9453,3.0,2.0,1.0,3.0,1.0,1.0,valid,datamanagement
DM-4456,STUDIO-3946,5.0,8.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4457,XD-1301,3.0,5.0,-1.0,8.0,5.0,1.0,valid,datamanagement
DM-4458,TESB-2144,2.0,8.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4459,XD-1794,2.0,3.0,-1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4460,XD-1687,3.0,2.0,1.0,2.0,4.0,-1.0,valid,datamanagement
DM-4462,XD-40,8.0,3.0,1.0,5.0,2.0,1.0,valid,datamanagement
DM-4463,CLOV-1664,13.0,21.0,-1.0,6.0,40.0,-1.0,valid,datamanagement
DM-4464,BAM-4579,8.0,3.0,1.0,2.0,1.0,1.0,valid,datamanagement
DM-4465,TIMOB-19841,5.0,5.0,0.0,1.0,8.0,-1.0,tie,datamanagement
DM-4466,MESOS-3267,3.0,3.0,0.0,1.0,2.0,-1.0,tie,datamanagement
DM-4467,XD-1598,5.0,3.0,1.0,2.0,1.0,1.0,valid,datamanagement
DM-4469,MESOS-3311,3.0,5.0,-1.0,1.0,2.0,-1.0,valid,datamanagement
DM-4471,TISTUD-7380,3.0,2.0,1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4472,MDL-42044,5.0,3.0,1.0,10.0,3.0,1.0,valid,datamanagement
DM-4473,TESB-12627,5.0,8.0,-1.0,6.0,2.0,1.0,valid,datamanagement
DM-4474,TIMOB-19399,3.0,3.0,0.0,16.0,8.0,1.0,tie,datamanagement
DM-4475,TDQ-4853,5.0,3.0,1.0,6.0,5.0,1.0,valid,datamanagement
DM-4476,MDL-40722,13.0,3.0,1.0,6.0,13.0,-1.0,valid,datamanagement
DM-4477,STUDIO-2885,5.0,5.0,0.0,2.0,8.0,-1.0,tie,datamanagement
DM-4478,MESOS-5909,5.0,2.0,1.0,6.0,2.0,1.0,valid,datamanagement
DM-4479,TISTUD-3410,5.0,3.0,1.0,10.0,5.0,1.0,valid,datamanagement
DM-4480,APSTUD-2733,5.0,3.0,1.0,4.0,1.0,1.0,valid,datamanagement
DM-4481,TIMOB-3594,3.0,1.0,1.0,3.0,1.0,1.0,valid,datamanagement
DM-4482,TISTUD-1785,8.0,5.0,1.0,10.0,8.0,1.0,valid,datamanagement
DM-4483,TIMOB-19897,5.0,5.0,0.0,10.0,5.0,1.0,tie,datamanagement
DM-4484,TISTUD-1543,5.0,1.0,1.0,6.0,8.0,-1.0,valid,datamanagement
DM-4485,XD-780,5.0,2.0,1.0,10.0,2.0,1.0,valid,datamanagement
DM-4486,TIMOB-18967,8.0,5.0,1.0,15.0,5.0,1.0,valid,datamanagement
DM-4487,JSW-9349,8.0,5.0,1.0,10.0,2.0,1.0,valid,datamanagement
DM-4488,MESOS-4410,3.0,3.0,0.0,2.0,3.0,-1.0,tie,datamanagement
DM-4489,TESB-8357,2.0,3.0,-1.0,10.0,1.0,1.0,valid,datamanagement
DM-4490,TDQ-8079,5.0,5.0,0.0,6.0,2.0,1.0,tie,datamanagement
DM-4491,TIMOB-19308,5.0,3.0,1.0,1.0,21.0,-1.0,valid,datamanagement
DM-4492,TISTUD-7052,5.0,1.0,1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4493,USERGRID-575,2.0,5.0,-1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4494,DURACLOUD-341,5.0,5.0,0.0,6.0,1.0,1.0,tie,datamanagement
DM-4495,XD-2659,2.0,3.0,-1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4496,MULE-8201,5.0,3.0,1.0,4.0,3.0,1.0,valid,datamanagement
DM-4497,MESOS-2648,3.0,3.0,0.0,4.0,3.0,1.0,tie,datamanagement
DM-4498,DURACLOUD-838,5.0,5.0,0.0,6.0,1.0,1.0,tie,datamanagement
DM-4499,TDQ-4327,5.0,3.0,1.0,6.0,2.0,1.0,valid,datamanagement
DM-4500,TIMOB-20583,5.0,2.0,1.0,4.0,2.0,1.0,valid,datamanagement
DM-4501,MDL-43262,5.0,3.0,1.0,4.0,8.0,-1.0,valid,datamanagement
DM-4502,MDL-53186,2.0,8.0,-1.0,4.0,3.0,1.0,valid,datamanagement
DM-4503,XD-313,5.0,8.0,-1.0,5.0,8.0,-1.0,valid,datamanagement
DM-4504,CLOV-1547,21.0,8.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4506,XD-2650,5.0,13.0,-1.0,3.0,2.0,1.0,valid,datamanagement
DM-4507,TESB-9100,5.0,3.0,1.0,2.0,1.0,1.0,valid,datamanagement
DM-4508,XD-208,13.0,3.0,1.0,6.0,1.0,1.0,valid,datamanagement
DM-4509,MESOS-2721,3.0,21.0,-1.0,6.0,13.0,-1.0,valid,datamanagement
DM-4510,XD-1801,5.0,2.0,1.0,1.0,2.0,-1.0,valid,datamanagement
DM-4511,TISTUD-7332,5.0,1.0,1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4513,MDL-46609,5.0,5.0,0.0,4.0,13.0,-1.0,tie,datamanagement
DM-4514,MDL-53084,8.0,5.0,1.0,3.0,2.0,1.0,valid,datamanagement
DM-4515,XD-1767,3.0,3.0,0.0,5.0,3.0,1.0,tie,datamanagement
DM-4523,MDL-32862,1.0,5.0,-1.0,1.0,13.0,-1.0,valid,datamanagement
DM-4524,TISTUD-5321,3.0,3.0,0.0,18.0,2.0,1.0,tie,datamanagement
DM-4525,MESOS-3098,3.0,34.0,-1.0,2.0,13.0,-1.0,valid,datamanagement
DM-4526,XD-3715,5.0,3.0,1.0,10.0,5.0,1.0,valid,datamanagement
DM-4527,APSTUD-7246,0.0,8.0,-1.0,4.0,13.0,-1.0,valid,datamanagement
DM-4529,MDL-43994,3.0,2.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4534,USERGRID-909,2.0,13.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4536,XD-3093,2.0,3.0,-1.0,2.0,1.0,1.0,valid,datamanagement
DM-4538,TESB-8644,5.0,5.0,0.0,4.0,1.0,1.0,tie,datamanagement
DM-4540,TDQ-8144,5.0,2.0,1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4544,MESOS-5583,3.0,3.0,0.0,5.0,1.0,1.0,tie,datamanagement
DM-4545,TIMOB-20078,3.0,3.0,0.0,2.0,5.0,-1.0,tie,datamanagement
DM-4546,CLOV-1092,5.0,8.0,-1.0,2.0,1.0,1.0,valid,datamanagement
DM-4547,XD-1329,5.0,8.0,-1.0,2.0,8.0,-1.0,valid,datamanagement
DM-4553,MDL-46649,5.0,5.0,0.0,6.0,8.0,-1.0,tie,datamanagement
DM-4555,TESB-762,8.0,8.0,0.0,10.0,3.0,1.0,tie,datamanagement
DM-4556,XD-859,3.0,5.0,-1.0,2.0,8.0,-1.0,valid,datamanagement
DM-4557,XD-2718,21.0,5.0,1.0,70.0,3.0,1.0,valid,datamanagement
DM-4558,TIMOB-18877,21.0,5.0,1.0,38.0,3.0,1.0,valid,datamanagement
DM-4559,TDQ-10926,5.0,13.0,-1.0,6.0,3.0,1.0,valid,datamanagement
DM-4560,XD-669,1.0,3.0,-1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4561,MESOS-2815,1.0,3.0,-1.0,1.0,2.0,-1.0,valid,datamanagement
DM-4562,XD-471,8.0,5.0,1.0,2.0,8.0,-1.0,valid,datamanagement
DM-4563,APSTUD-7449,5.0,5.0,0.0,3.0,1.0,1.0,tie,datamanagement
DM-4564,TIMOB-18915,8.0,3.0,1.0,20.0,8.0,1.0,valid,datamanagement
DM-4565,TISTUD-5611,5.0,3.0,1.0,6.0,3.0,1.0,valid,datamanagement
DM-4566,MESOS-4937,8.0,5.0,1.0,6.0,5.0,1.0,valid,datamanagement
DM-4567,TISTUD-1164,8.0,5.0,1.0,14.0,20.0,-1.0,valid,datamanagement
DM-4568,TDQ-6395,3.0,5.0,-1.0,4.0,8.0,-1.0,valid,datamanagement
DM-4569,TIMOB-19953,8.0,5.0,1.0,10.0,5.0,1.0,valid,datamanagement
DM-4570,TISTUD-8455,5.0,5.0,0.0,6.0,5.0,1.0,tie,datamanagement
DM-4571,APSTUD-3786,3.0,2.0,1.0,6.0,1.0,1.0,valid,datamanagement
DM-4572,APSTUD-7386,5.0,2.0,1.0,5.0,3.0,1.0,valid,datamanagement
DM-4573,MESOS-5634,5.0,5.0,0.0,6.0,3.0,1.0,tie,datamanagement
DM-4574,XD-1436,2.0,5.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4575,BAM-4841,3.0,3.0,0.0,4.0,5.0,-1.0,tie,datamanagement
DM-4576,XD-3153,3.0,3.0,0.0,8.0,1.0,1.0,tie,datamanagement
DM-4577,XD-2015,5.0,3.0,1.0,10.0,2.0,1.0,valid,datamanagement
DM-4578,TIMOB-19292,8.0,13.0,-1.0,10.0,13.0,-1.0,valid,datamanagement
DM-4579,BAM-4583,8.0,5.0,1.0,10.0,3.0,1.0,valid,datamanagement
DM-4580,MULE-7877,5.0,5.0,0.0,8.0,1.0,1.0,tie,datamanagement
DM-4581,TIMOB-17491,5.0,3.0,1.0,12.0,3.0,1.0,valid,datamanagement
DM-4582,DURACLOUD-988,5.0,8.0,-1.0,8.0,5.0,1.0,valid,datamanagement
DM-4583,MESOS-1578,5.0,5.0,0.0,2.0,5.0,-1.0,tie,datamanagement
DM-4584,BAM-4729,13.0,3.0,1.0,6.0,3.0,1.0,valid,datamanagement
DM-4585,TISTUD-5582,5.0,2.0,1.0,6.0,3.0,1.0,valid,datamanagement
DM-4586,TISTUD-1717,5.0,5.0,0.0,4.0,13.0,-1.0,tie,datamanagement
DM-4587,MESOS-2452,8.0,5.0,1.0,12.0,2.0,1.0,valid,datamanagement
DM-4588,XD-2608,13.0,3.0,1.0,18.0,3.0,1.0,valid,datamanagement
DM-4589,USERGRID-418,8.0,2.0,1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4590,MDL-41811,8.0,5.0,1.0,6.0,20.0,-1.0,valid,datamanagement
DM-4591,MDL-40051,8.0,5.0,1.0,3.0,20.0,-1.0,valid,datamanagement
DM-4595,USERGRID-666,8.0,3.0,1.0,4.0,2.0,1.0,valid,datamanagement
DM-4596,APSTUD-4887,3.0,1.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4601,TISTUD-1073,5.0,8.0,-1.0,2.0,8.0,-1.0,valid,datamanagement
DM-4603,TISTUD-3066,2.0,3.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4604,TISTUD-7057,5.0,3.0,1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4609,MULE-7097,5.0,8.0,-1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4610,TDQ-10299,3.0,5.0,-1.0,1.0,13.0,-1.0,valid,datamanagement
DM-4611,TIMOB-20126,5.0,2.0,1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4612,MDL-42235,8.0,3.0,1.0,4.0,8.0,-1.0,valid,datamanagement
DM-4613,XD-1922,3.0,5.0,-1.0,4.0,8.0,-1.0,valid,datamanagement
DM-4614,DURACLOUD-824,13.0,5.0,1.0,2.0,3.0,-1.0,valid,datamanagement
DM-4615,MESOS-4363,8.0,3.0,1.0,8.0,1.0,1.0,valid,datamanagement
DM-4616,TISTUD-474,34.0,3.0,1.0,10.0,1.0,1.0,valid,datamanagement
DM-4617,TIMOB-17917,5.0,13.0,-1.0,5.0,21.0,-1.0,valid,datamanagement
DM-4625,XD-1324,5.0,2.0,1.0,6.0,4.0,1.0,valid,datamanagement
DM-4628,MESOS-5605,8.0,2.0,1.0,6.0,2.0,1.0,valid,datamanagement
DM-4630,TISTUD-1164,3.0,5.0,-1.0,10.0,20.0,-1.0,valid,datamanagement
DM-4631,APSTUD-3430,34.0,5.0,1.0,5.0,1.0,1.0,valid,datamanagement
DM-4632,XD-3665,21.0,3.0,1.0,4.0,1.0,1.0,valid,datamanagement
DM-4637,TISTUD-3006,3.0,1.0,1.0,5.0,3.0,1.0,valid,datamanagement
DM-4639,STUDIO-3617,5.0,5.0,0.0,6.0,3.0,1.0,tie,datamanagement
DM-4641,TDQ-9405,3.0,21.0,-1.0,8.0,20.0,-1.0,valid,datamanagement
DM-4642,USERGRID-659,13.0,3.0,1.0,4.0,3.0,1.0,valid,datamanagement
DM-4643,XD-3552,3.0,3.0,0.0,1.0,3.0,-1.0,tie,datamanagement
DM-4644,MESOS-4066,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,datamanagement
DM-4645,MULE-8020,3.0,2.0,1.0,10.0,1.0,1.0,valid,datamanagement
DM-4647,TIMOB-20599,3.0,5.0,-1.0,4.0,8.0,-1.0,valid,datamanagement
DM-4648,TDQ-7739,5.0,3.0,1.0,3.0,2.0,1.0,valid,datamanagement
DM-4649,CLOV-1238,3.0,8.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4650,TDQ-10331,5.0,5.0,0.0,1.0,13.0,-1.0,tie,datamanagement
DM-4651,MDL-41031,13.0,3.0,1.0,100.0,13.0,1.0,valid,datamanagement
DM-4652,TISTUD-4066,3.0,3.0,0.0,1.0,5.0,-1.0,tie,datamanagement
DM-4653,DURACLOUD-557,5.0,3.0,1.0,60.0,1.0,1.0,valid,datamanagement
DM-4656,MESOS-1694,3.0,1.0,1.0,5.0,1.0,1.0,valid,datamanagement
DM-4657,CLOV-1206,3.0,2.0,1.0,3.0,1.0,1.0,valid,datamanagement
DM-4665,CLOV-1141,5.0,5.0,0.0,3.0,13.0,-1.0,tie,datamanagement
DM-4666,TIMOB-20236,5.0,3.0,1.0,6.0,8.0,-1.0,valid,datamanagement
DM-4667,CLOV-1129,5.0,13.0,-1.0,2.0,1.0,1.0,valid,datamanagement
DM-4668,MDL-41159,5.0,2.0,1.0,2.0,1.0,1.0,valid,datamanagement
DM-4671,TIMOB-7627,8.0,3.0,1.0,6.0,1.0,1.0,valid,datamanagement
DM-4672,TIMOB-19020,3.0,3.0,0.0,1.0,13.0,-1.0,tie,datamanagement
DM-4673,TDQ-6841,8.0,8.0,0.0,1.0,8.0,-1.0,tie,datamanagement
DM-4677,XD-360,5.0,5.0,0.0,8.0,2.0,1.0,tie,datamanagement
DM-4678,TDQ-8737,2.0,13.0,-1.0,2.0,13.0,-1.0,valid,datamanagement
DM-4679,MDL-39848,5.0,5.0,0.0,40.0,5.0,1.0,tie,datamanagement
DM-4680,BAM-9089,8.0,3.0,1.0,10.0,2.0,1.0,valid,datamanagement
DM-4681,TDQ-5774,8.0,3.0,1.0,60.0,8.0,1.0,valid,datamanagement
DM-4682,XD-140,5.0,5.0,0.0,25.0,2.0,1.0,tie,datamanagement
DM-4683,XD-3078,5.0,13.0,-1.0,15.0,8.0,1.0,valid,datamanagement
DM-4688,TISTUD-6641,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4689,TISTUD-1275,21.0,2.0,1.0,80.0,5.0,1.0,valid,datamanagement
DM-4690,TDQ-7050,8.0,3.0,1.0,8.0,2.0,1.0,valid,datamanagement
DM-4691,TISTUD-2333,3.0,5.0,-1.0,25.0,8.0,1.0,valid,datamanagement
DM-4692,TDQ-5356,13.0,3.0,1.0,16.0,5.0,1.0,valid,datamanagement
DM-4694,XD-3471,8.0,5.0,1.0,12.0,2.0,1.0,valid,datamanagement
DM-4696,TISTUD-7129,8.0,3.0,1.0,12.0,8.0,1.0,valid,datamanagement
DM-4697,MULE-7121,8.0,3.0,1.0,20.0,1.0,1.0,valid,datamanagement
DM-4698,XD-493,5.0,3.0,1.0,10.0,4.0,1.0,valid,datamanagement
DM-4699,MESOS-4529,8.0,5.0,1.0,10.0,2.0,1.0,valid,datamanagement
DM-4700,BAM-11132,21.0,2.0,1.0,15.0,1.0,1.0,valid,datamanagement
DM-4701,BAM-7484,5.0,3.0,1.0,4.0,2.0,1.0,valid,datamanagement
DM-4702,MDL-42360,5.0,5.0,0.0,4.0,13.0,-1.0,tie,datamanagement
DM-4703,STUDIO-4207,8.0,5.0,1.0,4.0,5.0,-1.0,valid,datamanagement
DM-4704,MDL-42342,5.0,3.0,1.0,2.0,3.0,-1.0,valid,datamanagement
DM-4705,TDQ-5777,5.0,2.0,1.0,1.0,8.0,-1.0,valid,datamanagement
DM-4706,XD-395,5.0,3.0,1.0,1.0,20.0,-1.0,valid,datamanagement
DM-4707,TIMOB-19108,5.0,5.0,0.0,1.0,2.0,-1.0,tie,datamanagement
DM-4708,MDL-12403,5.0,8.0,-1.0,1.0,100.0,-1.0,valid,datamanagement
DM-4709,TDQ-5090,5.0,3.0,1.0,1.0,3.0,-1.0,valid,datamanagement
DM-4710,BAM-7291,3.0,3.0,0.0,3.0,1.0,1.0,tie,datamanagement
DM-4711,TISTUD-6982,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,datamanagement
DM-4712,JSW-5686,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,datamanagement
DM-4713,XD-552,3.0,3.0,0.0,2.0,1.0,1.0,tie,datamanagement
DM-4714,MDL-37145,8.0,3.0,1.0,4.0,40.0,-1.0,valid,datamanagement
DM-4716,TDQ-9750,8.0,2.0,1.0,2.0,1.0,1.0,valid,datamanagement
DM-4717,TISTUD-8469,5.0,5.0,0.0,6.0,5.0,1.0,tie,datamanagement
DM-4718,CLOV-1508,21.0,5.0,1.0,6.0,2.0,1.0,valid,datamanagement
